,Candidates Created Date,Candidates Utm Source,Candidates Utm Campaign,Candidates Utm Content,Candidates Primary Role,Candidates Origination Market,Candidates Subrole Core or Noncore,Candidates Utm Term,Candidates Count,Candidates Approved,Candidates Onboarded,Candidates Qualified Role Onboard,Candidates Participated
10540,10/2/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest-dd3),dd3-all,Design,,Non-Core,,1,0,0,0,0
10544,10/12/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-dd3),dd3-all,,New York,Non-Core,,1,0,0,0,0
10561,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
10565,9/27/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Product Management,London,Non-Core,,1,0,0,0,0
10568,10/14/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Other,France,Non-Core,,1,0,0,0,0
10570,10/15/2018,facebook,(b2c)(l-all)(r-all)(retargeting-us-sitevisitor),jj2-all,Design,Boston,Non-Core,,1,0,0,0,0
8987,10/1/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest-cc2),cc2-all,Project Management,London,Non-Core,,1,0,1,1,0
10579,10/22/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Product Management,France,Non-Core,,2,0,0,0,0
10583,10/23/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Quality Assurance (QA),SF Bay Area,Non-Core,,1,0,0,0,0
10598,10/3/2018,twitter,(b2c)(l-all)(r-swe)(keywords),dd7-all,,New York,Non-Core,,1,0,0,0,0
9492,10/1/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-dd3),dd3-all,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
10601,10/14/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Other,Boston,Non-Core,,1,0,1,0,0
10606,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jk2-all,Project Management,London,Non-Core,,1,0,0,0,0
10760,10/1/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest-dd3),dd3-all,Project Management,London,Non-Core,,1,0,1,1,0
12925,10/1/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad-cc2),cc2-all,Engineering Management,New York,Core,,1,0,1,1,0
10612,10/9/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Quality Assurance (QA),SF Bay Area,Non-Core,,1,0,0,0,0
10614,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Project Management,Seattle,Non-Core,,1,0,0,0,0
10618,9/17/2018,facebook,(b2c)(l-all)(r-design)(tech-designskills-all-mnf),link-setyourowncasual2,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
10629,10/2/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-dd3),dd3-all,Project Management,New York,Non-Core,,1,0,0,0,0
935,9/30/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-dd3),dd3-all,Information Technology (IT),Boston,Non-Core,,1,0,1,1,0
10633,10/8/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd3,Product Management,New York,Non-Core,,1,0,0,0,0
10637,10/20/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Product Management,Chicago,Non-Core,,1,0,0,0,0
10642,10/2/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-cc2),cc2-all,Other,Boston,Non-Core,,1,0,0,0,0
990,9/30/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,Project Management,France,Non-Core,,4,0,1,1,0
8512,9/30/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest-dd3),dd3-all,Quality Assurance (QA),London,Non-Core,,1,1,1,1,1
8807,9/30/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,Product Management,France,Non-Core,,1,0,1,1,0
10172,9/30/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-dd3),dd3-all,Project Management,New York,Non-Core,,1,0,1,1,0
10677,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
10679,10/16/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,,London,Non-Core,,1,0,0,0,0
10681,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jk2-all,Data Analytics,London,Non-Core,,1,0,0,0,0
10690,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Other,Boston,Non-Core,,1,0,1,0,0
10703,10/18/2018,twitter,(b2c)(l-all)(r-swe)(onboardllav2),dd6-all,,Seattle,Non-Core,,1,0,0,0,0
10317,9/30/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,Information Technology (IT),France,Non-Core,,1,0,1,1,0
10705,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Quality Assurance (QA),SF Bay Area,Non-Core,,1,0,0,0,0
10710,9/28/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-dd3),dd3-all,,New York,Non-Core,,1,0,0,0,0
10711,10/21/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Other,Boston,Non-Core,,1,0,1,0,0
10720,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob1interest-dd3),dd3-all,,Seattle,Non-Core,,1,0,0,0,0
10609,9/30/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad-dd3),dd3-all,Data Analytics,New York,Non-Core,,1,0,1,1,0
10739,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Data Analytics,,Non-Core,,1,0,0,0,0
10758,9/20/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Other,Boston,Non-Core,,1,0,0,0,0
12274,9/30/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,Software Engineering,France,Core,,1,0,1,1,0
10766,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Other,New York,Non-Core,,1,0,1,0,0
3500,9/29/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest-dd3),dd3-all,Project Management,London,Non-Core,,1,0,1,1,0
10783,10/3/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad-dd3),dd3-all,Project Management,New York,Non-Core,,1,0,0,0,0
10788,10/6/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad60),dd3,,New York,Non-Core,,1,0,0,0,0
8093,9/29/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-dd3),dd3-all,Data Analytics,Boston,Non-Core,,1,0,1,1,0
10802,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),dd7-all,Design,SF Bay Area,Non-Core,,1,0,0,0,0
10803,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Data Analytics,France,Non-Core,,1,0,0,0,0
10814,10/20/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Other,New York,Non-Core,,1,0,0,0,0
10818,10/23/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
10821,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
10823,10/12/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),jj2-all,Design,SF Bay Area,Non-Core,,1,0,0,0,0
9207,9/29/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-dd3),dd3-all,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
5213,9/28/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad-dd3),dd3-all,Product Management,New York,Non-Core,,1,1,1,1,0
10727,9/28/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest-cc2),cc2-all,Design,Chicago,Non-Core,,1,0,1,1,0
10861,9/25/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,,New York,Non-Core,,1,0,0,0,0
11353,9/28/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-dd3),dd3-all,Software Engineering,SF Bay Area,Core,,1,0,1,1,0
804,9/27/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Information Technology (IT),Boston,Non-Core,,1,0,1,1,0
10873,9/20/2018,facebook,(b2c)(l-all)(r-all)(video-views),,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
10883,10/20/2018,twitter,(b2c)(l-all)(r-swe)(followerllav4),dd7-all,Quality Assurance (QA),SF Bay Area,Non-Core,,1,0,0,0,0
10886,10/14/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),jk2-all,Project Management,New York,Non-Core,,1,0,0,0,0
10890,10/22/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Project Management,New York,Non-Core,,1,0,0,0,0
10899,10/6/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3-all,,New York,Non-Core,,1,0,0,0,0
10912,10/4/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Information Technology (IT),Seattle,Non-Core,,1,0,0,0,0
10928,10/13/2018,facebook,(b2c)(l-all)(r-swe)(retargeting-us-sitevisitor_2-7d),dd3-all,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
10930,10/18/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Information Technology (IT),France,Non-Core,,1,0,0,0,0
10932,10/23/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-java1%),jk2-all,,Dallas/Ft Worth,Non-Core,,1,0,0,0,0
10933,10/25/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Product Management,France,Non-Core,,1,0,0,0,0
1024,9/27/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Quality Assurance (QA),SF Bay Area,Non-Core,,1,1,1,1,1
10944,10/10/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Data Analytics,France,Non-Core,,1,0,0,0,0
10945,10/12/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),jj2-all,Design,Toronto,Non-Core,,1,0,0,0,0
10957,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Data Analytics,New York,Non-Core,,1,0,0,0,0
10961,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-java1%),jj2-all,Design,Chicago,Non-Core,,1,0,0,0,0
2136,9/27/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,Project Management,France,Non-Core,,1,0,1,1,0
10998,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob1interest-dd3),dd3-all,Software Engineering,SF Bay Area,Core,,1,0,0,0,0
11035,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jj2-all,Software Engineering,London,Core,,1,0,0,0,0
4631,9/27/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,Data Analytics,France,Non-Core,,1,0,1,1,0
11057,10/25/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),dd3-all,Software Engineering,New York,Core,,1,0,0,0,0
6141,9/27/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Quality Assurance (QA),SF Bay Area,Non-Core,,1,1,1,1,1
11084,10/26/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd3-all,Software Engineering,SF Bay Area,Core,,1,0,0,0,0
11100,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Software Engineering,New York,Core,,1,0,0,0,0
13165,9/27/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Software Engineering,Seattle,Core,,1,1,1,1,1
11133,9/19/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Software Engineering,France,Core,,1,0,0,0,0
712,9/26/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Quality Assurance (QA),London,Non-Core,,1,0,1,1,0
11207,10/10/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd7-all,Software Engineering,New York,Core,,1,0,0,0,0
2752,9/26/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Data Analytics,Seattle,Non-Core,,1,0,1,1,0
2988,9/26/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Project Management,Seattle,Non-Core,,1,0,1,1,0
3185,9/26/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Data Analytics,New York,Non-Core,,1,0,1,1,0
11348,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversioncore-us-coreqob_static),dd7-all,Software Engineering,Boston,Core,,1,0,0,0,0
3682,9/26/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
11380,10/4/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3-all,Software Engineering,New York,Core,,1,0,0,0,0
11408,10/26/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),jj2-all,Software Engineering,Seattle,Core,,1,0,0,0,0
11434,10/16/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd6-all,Software Engineering,Boston,Core,,1,0,0,0,0
4055,9/26/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Design,France,Non-Core,,1,1,1,1,1
11477,9/21/2018,facebook,(b2c)(l-all)(r-swe)(tech-apprsweskills-laa2-all-dnf),link-losethedesk,Software Engineering,New York,Core,,1,0,0,0,0
7523,9/26/2018,facebook,(b2c)(l-all)(r-swe)(tech-jobtitles1-laa10-all-dnf),link-jobsfindyou,Project Management,New York,Non-Core,,1,0,1,1,0
11528,9/26/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Software Engineering,London,Core,,1,0,1,1,0
11541,9/25/2018,facebook,(b2c)(ldn)(r-all)(video-views),,Software Engineering,London,Core,,1,0,1,0,0
3189,9/25/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Data Analytics,Austin,Non-Core,,1,0,1,1,0
3192,9/25/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Design,London,Non-Core,,1,0,1,1,0
7631,9/25/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Project Management,France,Non-Core,,1,0,1,1,0
8085,9/25/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Design,New York,Non-Core,,2,1,2,2,1
11681,10/4/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob1interest-dd3),dd3-all,Software Engineering,SF Bay Area,Core,,1,0,0,0,0
11698,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Software Engineering,Seattle,Core,,1,0,0,0,0
9665,9/25/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Design,France,Non-Core,,2,1,2,2,1
11777,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),jk2-all,Software Engineering,SF Bay Area,Core,,1,0,0,0,0
9921,9/25/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Data Analytics,New York,Non-Core,,1,1,1,1,1
11326,9/25/2018,facebook,(b2c)(l-all)(r-all)(video-views),,Software Engineering,SF Bay Area,Core,,1,1,1,1,1
12595,9/25/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Software Engineering,Boston,Core,,1,1,1,1,1
11843,10/14/2018,facebook,(b2c)(l-all)(r-all)(retargeting-us-sitevisitor_2-7d),jj2-all,Software Engineering,Seattle,Core,,1,0,0,0,0
11845,10/14/2018,facebook,(b2c)(l-all)(r-swe)(retargeting-us-sitevisitor_1d),dd3-all,Software Engineering,New York,Core,,1,0,1,0,0
12688,9/25/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Software Engineering,New York,Core,,1,0,1,1,0
855,9/24/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Information Technology (IT),New York,Non-Core,,2,0,1,1,0
1443,9/24/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Project Management,Other,Non-Core,,1,0,1,1,0
11988,10/9/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,Engineering Management,Boston,Core,,1,0,0,0,0
3857,9/24/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Product Management,France,Non-Core,,1,0,1,1,0
4770,9/24/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Project Management,SF Bay Area,Non-Core,,3,0,2,1,0
8695,9/24/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Data Analytics,France,Non-Core,,1,1,1,1,1
12087,10/9/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd3-all,Software Engineering,New York,Core,,1,0,0,0,0
12096,10/13/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd6-all,Engineering Management,Boston,Core,,1,0,0,0,0
9862,9/24/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Project Management,Boston,Non-Core,,1,0,1,1,0
12166,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-java1%),PuzzleEmoji,Software Engineering,Boston,Core,,1,0,0,0,0
10236,9/24/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Data Analytics,New York,Non-Core,,2,1,2,2,1
12216,10/2/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),cc6-all,Software Engineering,Seattle,Core,,1,0,0,0,0
10430,9/24/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Project Management,France,Non-Core,,5,0,3,3,0
12889,9/24/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Software Engineering,SF Bay Area,Core,,1,0,1,1,0
12236,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Software Engineering,New York,Core,,1,0,0,0,0
12265,9/24/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Software Engineering,Boston,Core,,1,0,0,0,0
13014,9/24/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Software Engineering,New York,Core,,1,0,1,1,0
12319,9/25/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Software Engineering,New York,Core,,1,0,0,0,0
13689,9/24/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Software Engineering,London,Core,,1,1,1,1,1
12364,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob1interest-dd3),dd3-all,Software Engineering,Boston,Core,,1,0,0,0,0
362,9/23/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Product Management,SF Bay Area,Non-Core,,1,0,1,1,0
12378,10/18/2018,facebook,(b2c)(l-all)(r-swe)(retargeting-us-sitevisitor),dd7-all,Developer Operations (DevOps),Boston,Core,,1,0,0,0,0
12385,10/2/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd6-all,Software Engineering,New York,Core,,1,0,0,0,0
1460,9/23/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Project Management,France,Non-Core,,2,0,1,1,0
4272,9/23/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Data Analytics,Boston,Non-Core,,1,0,1,1,0
6318,9/23/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Project Management,New York,Non-Core,,1,0,1,1,0
7843,9/23/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Data Analytics,Boston,Non-Core,,1,0,1,1,0
8567,9/23/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Product Management,France,Non-Core,,1,0,1,1,0
10828,9/23/2018,facebook,(b2c)(l-ldn)(r-swe)(tech-jobtitles1-laa10-ldn-dnf),link-citytestldn,Project Management,Boston,Non-Core,,1,0,1,1,0
12511,9/18/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Software Engineering,France,Core,,1,0,0,0,0
10991,9/23/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Software Engineering,London,Core,,2,1,1,1,1
12554,9/24/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Software Engineering,Boston,Core,,1,0,0,0,0
12592,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversioncore-us-coreqob_static),jk2-all,Software Engineering,Seattle,Core,,1,0,0,0,0
11212,9/23/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Software Engineering,Boston,Core,,1,0,1,1,0
12436,9/23/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Software Engineering,SF Bay Area,Core,,1,0,1,1,0
1165,9/22/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Data Analytics,Seattle,Non-Core,,1,0,1,1,0
4339,9/22/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Product Management,New York,Non-Core,,1,0,1,1,0
9036,9/22/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Quality Assurance (QA),New York,Non-Core,,1,1,1,1,1
12629,9/22/2018,facebook,(b2c)(l-all)(r-all)(video-views),,Software Engineering,New York,Core,,1,0,1,1,0
12706,10/11/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd3-all,Software Engineering,SF Bay Area,Core,,1,0,0,0,0
488,9/21/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Product Management,New York,Non-Core,,2,0,1,1,0
2678,9/21/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Project Management,France,Non-Core,,3,1,3,3,1
3742,9/21/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Quality Assurance (QA),Seattle,Non-Core,,1,0,1,1,0
12786,10/15/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd3-all,Software Engineering,New York,Core,,1,0,0,0,0
4253,9/21/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Product Management,France,Non-Core,,1,0,1,1,0
12817,10/25/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-java1%),jj2-all,Software Engineering,Boston,Core,,1,0,0,0,0
12834,10/21/2018,twitter,(b2c)(l-all)(r-swe)(followerllav4),dd7-all,Engineering Management,SF Bay Area,Core,,1,0,0,0,0
5359,9/21/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Information Technology (IT),SF Bay Area,Non-Core,,2,0,1,1,0
6957,9/21/2018,facebook,(b2c)(l-all)(r-all)(video-views),,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
12892,9/20/2018,facebook,(b2c)(l-all(r-swe)(video-view),,Software Engineering,SF Bay Area,Core,,1,0,0,0,0
12897,10/12/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Engineering Management,France,Core,,1,0,0,0,0
12904,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Engineering Management,Chicago,Core,,1,0,0,0,0
10667,9/21/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Design,France,Non-Core,,1,1,1,1,1
11448,9/21/2018,facebook,(b2c)(l-all)(r-all)(video-views),,Software Engineering,Other,Core,,1,0,1,1,0
12647,9/21/2018,facebook,(b2c)(l-all)(r-all)(video-views),,Software Engineering,New York,Core,,2,0,1,1,0
12952,10/5/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad),dd3-all,Software Engineering,New York,Core,,1,0,0,0,0
12969,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Software Engineering,SF Bay Area,Core,,1,0,0,0,0
13001,9/11/2018,facebook,(b2c)(la)(r-swe)(tech-mongogithub-laa2-la-dnf),link-citytestla,Software Engineering,SF Bay Area,Core,,1,0,0,0,0
13420,9/21/2018,facebook,(b2c)(ldn)(r-all)(video-views),,Software Engineering,London,Core,,3,0,1,1,0
1885,9/20/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Information Technology (IT),SF Bay Area,Non-Core,,1,0,1,1,0
2188,9/20/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Quality Assurance (QA),New York,Non-Core,,1,1,1,1,1
4379,9/20/2018,facebook,(b2c)(l-all)(r-swe)(ppe),,Design,SF Bay Area,Non-Core,,1,0,1,1,0
13065,10/5/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest-dd3),dd3-all,Software Engineering,London,Core,,1,0,0,0,0
13078,9/23/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Software Engineering,France,Core,,3,0,0,0,0
8638,9/20/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Design,New York,Non-Core,,1,0,1,1,0
13098,9/28/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest-dd3),dd3-all,Engineering Management,London,Core,,1,0,0,0,0
13107,9/25/2018,facebook,(b2c)(l-all(r-swe)(video-view),,Software Engineering,Seattle,Core,,1,0,0,0,0
10341,9/20/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Data Analytics,France,Non-Core,,1,0,1,1,0
13058,9/20/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Software Engineering,New York,Core,,1,0,1,1,0
13414,9/20/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Software Engineering,SF Bay Area,Core,,1,1,1,1,0
13158,10/15/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd3-all,Software Engineering,SF Bay Area,Core,,1,0,0,0,0
13566,9/20/2018,facebook,(b2c)(ldn)(r-pm)(pm-approvals-Sept2016-Nov2017-lal1-ldn-dnf),link-jobsfindyou-ldn5,Software Engineering,London,Core,,1,0,1,1,0
13180,10/1/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-dd3),dd3-all,Software Engineering,New York,Core,,1,0,0,0,0
13211,10/6/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3,Software Engineering,New York,Core,,1,0,0,0,0
1721,9/19/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
13266,10/20/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),cl8-all,Software Engineering,New York,Core,,1,0,0,0,0
13303,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Software Engineering,Seattle,Core,,1,0,0,0,0
13313,10/12/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100_interest),jj2-all,Software Engineering,Boston,Core,,1,0,0,0,0
